=== ANALYSIS REPORT ===
Total Chars Scanned: 5,111,365,024
Out-of-Scope Chars Found: 58,237,838
Unique Out-of-Scope Chars: 3,932
Noise Percentage: 1.1394%
=======================

CHAR   | HEX      | COUNT      | NAME
ᅤ      | U+1164   | 2          | HANGUL JUNGSEONG YAE
Ꮁ      | U+13B1   | 2          | CHEROKEE LETTER HU
ꜜ      | U+A71C   | 2          | MODIFIER LETTER RAISED DOWN ARROW
び      | U+3073   | 2          | HIRAGANA LETTER BI
ゴ      | U+30B4   | 2          | KATAKANA LETTER GO
光      | U+5149   | 2          | CJK UNIFIED IDEOGRAPH-5149
橋      | U+6A4B   | 2          | CJK UNIFIED IDEOGRAPH-6A4B
❄      | U+2744   | 2          | SNOWFLAKE
🐹      | U+1F439  | 2          | HAMSTER FACE
월      | U+C6D4   | 2          | HANGUL SYLLABLE WEOL
🔑      | U+1F511  | 2          | KEY
℗      | U+2117   | 2          | SOUND RECORDING COPYRIGHT
作      | U+4F5C   | 2          | CJK UNIFIED IDEOGRAPH-4F5C
寿      | U+5BFF   | 2          | CJK UNIFIED IDEOGRAPH-5BFF
俳      | U+4FF3   | 2          | CJK UNIFIED IDEOGRAPH-4FF3
句      | U+53E5   | 2          | CJK UNIFIED IDEOGRAPH-53E5
🙇      | U+1F647  | 2          | PERSON BOWING DEEPLY
🚖      | U+1F696  | 2          | ONCOMING TAXI
🚕      | U+1F695  | 2          | TAXI
凌      | U+51CC   | 2          | CJK UNIFIED IDEOGRAPH-51CC
昌      | U+660C   | 2          | CJK UNIFIED IDEOGRAPH-660C
于      | U+4E8E   | 2          | CJK UNIFIED IDEOGRAPH-4E8E
过      | U+8FC7   | 2          | CJK UNIFIED IDEOGRAPH-8FC7
额      | U+989D   | 2          | CJK UNIFIED IDEOGRAPH-989D
容      | U+5BB9   | 2          | CJK UNIFIED IDEOGRAPH-5BB9
器      | U+5668   | 2          | CJK UNIFIED IDEOGRAPH-5668
在      | U+5728   | 2          | CJK UNIFIED IDEOGRAPH-5728
✦      | U+2726   | 2          | BLACK FOUR POINTED STAR
       | U+E0067  | 2          | TAG LATIN SMALL LETTER G
🎰      | U+1F3B0  | 2          | SLOT MACHINE
እ      | U+12A5   | 2          | ETHIOPIC SYLLABLE GLOTTAL E
🍹      | U+1F379  | 2          | TROPICAL DRINK
⚕      | U+2695   | 2          | STAFF OF AESCULAPIUS
٫      | U+066B   | 2          | ARABIC DECIMAL SEPARATOR
⁉      | U+2049   | 2          | EXCLAMATION QUESTION MARK
🐄      | U+1F404  | 2          | COW
卍      | U+534D   | 2          | CJK UNIFIED IDEOGRAPH-534D
Ě      | U+011A   | 2          | LATIN CAPITAL LETTER E WITH CARON
හ      | U+0DC4   | 2          | SINHALA LETTER HAYANNA
ț      | U+021B   | 2          | LATIN SMALL LETTER T WITH COMMA BELOW
       | U+F105   | 2          | UNKNOWN_CONTROL_CHAR
📹      | U+1F4F9  | 2          | VIDEO CAMERA
ⵕ      | U+2D55   | 2          | TIFINAGH LETTER YARR
ṳ      | U+1E73   | 2          | LATIN SMALL LETTER U WITH DIAERESIS BELOW
方      | U+65B9   | 2          | CJK UNIFIED IDEOGRAPH-65B9
🐯      | U+1F42F  | 2          | TIGER FACE
𝑫      | U+1D46B  | 2          | MATHEMATICAL BOLD ITALIC CAPITAL D
华      | U+534E   | 2          | CJK UNIFIED IDEOGRAPH-534E
蒙      | U+8499   | 2          | CJK UNIFIED IDEOGRAPH-8499
干      | U+5E72   | 2          | CJK UNIFIED IDEOGRAPH-5E72
對      | U+5C0D   | 2          | CJK UNIFIED IDEOGRAPH-5C0D
又      | U+53C8   | 2          | CJK UNIFIED IDEOGRAPH-53C8
觀      | U+89C0   | 2          | CJK UNIFIED IDEOGRAPH-89C0
僅      | U+50C5   | 2          | CJK UNIFIED IDEOGRAPH-50C5
廠      | U+5EE0   | 2          | CJK UNIFIED IDEOGRAPH-5EE0
廣      | U+5EE3   | 2          | CJK UNIFIED IDEOGRAPH-5EE3
广      | U+5E7F   | 2          | CJK UNIFIED IDEOGRAPH-5E7F
飛      | U+98DB   | 2          | CJK UNIFIED IDEOGRAPH-98DB
飞      | U+98DE   | 2          | CJK UNIFIED IDEOGRAPH-98DE
滅      | U+6EC5   | 2          | CJK UNIFIED IDEOGRAPH-6EC5
灭      | U+706D   | 2          | CJK UNIFIED IDEOGRAPH-706D
ព      | U+1796   | 2          | KHMER LETTER PO
ច      | U+1785   | 2          | KHMER LETTER CA
幕      | U+5E55   | 2          | CJK UNIFIED IDEOGRAPH-5E55
だ      | U+3060   | 2          | HIRAGANA LETTER DA
ぐ      | U+3050   | 2          | HIRAGANA LETTER GU
英      | U+82F1   | 2          | CJK UNIFIED IDEOGRAPH-82F1
蝶      | U+8776   | 2          | CJK UNIFIED IDEOGRAPH-8776
瑞      | U+745E   | 2          | CJK UNIFIED IDEOGRAPH-745E
୩      | U+0B69   | 2          | ORIYA DIGIT THREE
Ţ      | U+0162   | 2          | LATIN CAPITAL LETTER T WITH CEDILLA
պ      | U+057A   | 2          | ARMENIAN SMALL LETTER PEH
Է      | U+0537   | 2          | ARMENIAN CAPITAL LETTER EH
ջ      | U+057B   | 2          | ARMENIAN SMALL LETTER JHEH
Ն      | U+0546   | 2          | ARMENIAN CAPITAL LETTER NOW
บ      | U+0E1A   | 2          | THAI CHARACTER BO BAIMAI
ᒥ      | U+14A5   | 2          | CANADIAN SYLLABICS MI
龍      | U+9F8D   | 2          | CJK UNIFIED IDEOGRAPH-9F8D
👼      | U+1F47C  | 2          | BABY ANGEL
🐣      | U+1F423  | 2          | HATCHING CHICK
ញ      | U+1789   | 2          | KHMER LETTER NYO
๏      | U+0E4F   | 2          | THAI CHARACTER FONGMAN
ⱬ      | U+2C6C   | 2          | LATIN SMALL LETTER Z WITH DESCENDER
અ      | U+0A85   | 2          | GUJARATI LETTER A
着      | U+7740   | 2          | CJK UNIFIED IDEOGRAPH-7740
ถ      | U+0E16   | 2          | THAI CHARACTER THO THUNG
